spotify_artist_name,spotify_artist_id,spotify_artist_followers,spotify_artist_genres
Eraserheads,7374lH6kwx9uQATYQ9H3Cp,5070742,"opm,pinoy rock,pinoy alternative,harana,p-pop,kundiman"
Vijay Prakash,4iA6bUhiZyvRKJf4FNVX39,6055231,"kannada pop,sandalwood,tollywood,telugu pop,tamil pop,kollywood"
Damian Marley,3QJzdZJYIAcoET1GcfpNGi,1817606,"reggae,ragga,roots reggae,dancehall"
Hoobastank,2MqhkhX4npxDZ62ObR5ELO,2689599,nu metal
PSY,2dd5mrQZvg6SmahdgVKDzh,1781292,k-pop
SEGA SOUND TEAM,4ShgdWtm52xvEr8uYmT0V6,359016,"japanese vgm,soundtrack"
Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,1277131,
Vanesa Martín,5kSJMVPcTITrSZxTrHllVN,1211217,"flamenco pop,flamenco"
Jeet Gannguli,2kkQthS9OLpK4UqNWYqoVl,2032040,"bangla pop,hindi pop,bollywood"
Molotov,27Owkm4TGlMqb0BqaEt3PW,2451259,"rock en español,mexican rock,latin rock,ska,latin alternative,mexican hip hop,latin hip hop"
O Rappa,1A5QJAC1vdhbhPE25Q0x0f,3777216,"brazilian rock,mpb,brazilian pop,brazilian hip hop,reggae"
Fito y Fitipaldis,1tZ99AnqyjgrmPwLfGU5eo,2320064,
The Kinks,1SQRv42e4PjEYfPhS0Tk9E,2773044,"proto-punk,baroque pop"
Aphex Twin,6kBDZFXuLrZgHnvmPu9NsG,1712316,"idm,ambient,electronica"
Yiruma,0fauHpmSHwodVYIjTqOGHz,1220914,neoclassical
Tiziano Ferro,11TplWqOPQBTmg2eiSLt1m,2200129,"italian singer-songwriter,italo dance"
Nando Reis,7n1XMwvxPf10t4OX6h6Ufy,3088198,"mpb,brazilian rock,brazilian pop,nova mpb"
Fernandinho,6iAY2AyUZLSX3PWLIAfFZY,6946210,"gospel,brazilian gospel,worship"
Ana Bárbara,43qxAkuKFB6fMNSeS5dO7Z,1614751,grupera
Yoko Ono,2s4tjL6W3qrblOe0raIzwJ,151627,christmas
Diego Verdaguer,2UFqwY8A3PLcx8pAkg9g5P,1863880,"mariachi,ranchera"
Darlene Love,391oLRVmoTkumiN79HkTWu,66133,christmas
Ben E. King,3plJVWt88EqjvtuB4ZDRV3,687258,
Rick Astley,0gxyHStUsqpMadRV0Di1Qt,1435963,
Diana Krall,5z1VAFwT35EVvCp1XlZZuL,1154004,"vocal jazz,jazz,smooth jazz"
Los Prisioneros,2mSHY8JOR0nRi3mtHqVa04,2441333,"latin rock,rock en español"
Majestic,6QMABvTzixnxzsLYyhqRxI,95943,
Raffi,7oWSqrgMuIEyH9qp5nu2e5,193062,children's music
Miel San Marcos,7zpvy5B9gb5KprNUzNCOEE,2094007,"christian,worship,pentecostal"
Ajay-Atul,5fvTHKKzW44A9867nPDocM,4734885,"marathi pop,bollywood,hindi pop,bhajan,devotional"
Ahmet Kaya,1Y2FwScblyMxpLTrNdfwyU,6784748,"arabesk,anatolian rock"
Los Amables Del Norte,7r1Ecc2TAxhyLeGac53N6K,96324,"corrido,norteño"
The Kiboomers,1qKLikeNYpQFSsDAjg7HpI,121210,"children's music,lullaby"
Liberación,5xwugJ4uudppmOCCZateE5,1861307,"grupera,cumbia,tejano,duranguense,cumbia norteña"
Massive Attack,6FXMGgJwohJLUSr5nVlf9X,2573774,"trip hop,downtempo"
Yann Tiersen,00sazWvoTLOqg5MFwC68Um,1086272,
Wings,3sFhA6G1N0gG1pszb6kk1m,1211456,
Lang Lang,1YZhNFBxkEB5UKTgMDvot4,314713,"classical piano,classical"
Joan Jett & the Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K,1050315,rock
Alex Ubago,2tY2GFdhH0Wa2VBvsxew5X,2815311,latin pop
Ivy Queen,6p2442ymrT9lZEuCZJdYcH,2516534,reggaeton
La Factoria,4VsbQvC84B8Z3IsBY1HLQy,778089,reggaeton
Aleks Syntek,0r8toju2ecKaVtItkzAnNi,1679406,"latin pop,rock en español"
Cedric Gervais,4Wjf8diP59VmPG7fi4y724,117087,edm
Olivia,5YBSzuCs7WaFKNr7Bky0Uf,44252,
Ocean Sounds,7g56xCsozigPH5OgmwinYA,36917,
Ocean Waves For Sleep,2CgVSpL4tfbUuHmTGS7wF3,47024,
Akhil,6zZrFenNe3YPttxZsnQQs1,5379755,"punjabi pop,hindi pop"
Misfits,1cXi8ALPQCBHZbf0EgP4Ey,1616528,"horror punk,punk,psychobilly,hardcore punk,skate punk"
Seal,5GtMEZEeFFsuHY8ad4kOxv,2034107,
Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,1720870,
I Monster,1CcPlAmcnJjC4FnaPVzv2v,308149,
Sub Focus,0QaSiI5TLA4N7mcsdxShDO,546162,"drum and bass,liquid funk"
Jeff Beck,0AD4odMWVQ2wUSlgxOB5Rl,823868,"jazz fusion,blues rock,blues"
Chevelle,56dO9zeHKuU5Gvfc2kxHNw,2066744,"alternative metal,nu metal,post-grunge"
Vybz Kartel,2NUz5P42WqkxilbI8ocN76,1944197,"dancehall,soca,ragga,riddim,reggae"
Steve Edwards,2SwhNukah1MYpLR594PnuC,12323,
Timbiriche,1FbygZnWsyUjzjTGLhWVlO,1852380,"latin pop,retro pop"
Alabama,6rJqqRce0Kvo2dJUXoHleC,1613701,"classic country,country,country rock,christian country"
Milionário & José Rico,4oa7ETNZH1ivfzFkCGVZlR,3384159,"sertanejo tradicional,sertanejo"
Stereophonics,21UJ7PRWb3Etgsu99f8yo8,1711750,britpop
Nick Cave & The Bad Seeds,4UXJsSlnKd7ltsrHebV79Q,1541865,
Los Bunkers,3RTAXX6KGdljBsOIupyZgT,1615102,"latin rock,rock en español,latin alternative"
surrenderdorothy,5DyJ1PzYEPstcP8m0q8bZp,114902,"cloud rap,emo rap"
Cassie,27FGXRNruFoOdf1vP8dqcH,1853501,
Yovie & Nuno,3DHOtJqv0Bw65ENlK4FiSF,2381031,"indonesian pop,malay"
Nirvana,6olE6TJLqED3rqDCT0FyPh,22659920,"grunge,rock"
Maroon 5,04gDigrS5kc9YWfZHwBETP,45218664,pop
Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,25773270,"bachata,latin"
Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,6867233,christmas
Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,8600641,"reggaeton,urbano latino,latin"
Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,23064822,"sertanejo,sertanejo universitário,arrocha,agronejo,piseiro,forró"
Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,5885180,"corrido,corridos bélicos,corridos tumbados,electro corridos,norteño,música mexicana,banda,sad sierreño,dembow belico,sierreño"
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,12738131,"rock,post-grunge,alternative rock,grunge"
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,9971428,"emo,pop punk"
Cartel De Santa,07PdYoE4jVRF6Ut40GgVSP,18894102,"mexican hip hop,latin hip hop"
Rick Ross,1sBkRIssrMs1AbVkOJbc7a,7621218,southern hip hop
Zion & Lennox,21451j1KhjAiaYKflxBjr1,8164582,"reggaeton,latin"
DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,12118299,
Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,10613053,
Yuridia,5B8ApeENp4bE4EE3LI8jK2,5573239,latin pop
Luciano,3CJKkU0XuElRT1z8rEtIYg,2443019,german hip hop
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,11839105,
PNAU,6n28c9qs9hNGriNa72b26u,256272,
Wisin,3E6xrwgnVfYCrCs0ePERDz,9590449,"reggaeton,latin"
2 Chainz,17lzZA2AlOHwCwFALHttmp,8250164,"southern hip hop,rap"
Natalia Lafourcade,1hcdI2N1023RvSwLzTtdsp,5216128,"latin folk,bolero,latin indie,latin folklore,latin alternative"
B.o.B,5ndkK3dpZLKtBklKjxNQwT,2221560,
Max Richter,2VZNmg4vCnew4Pavo8zDdW,1108247,"neoclassical,minimalism,classical,ambient"
Jason Mraz,4phGZZrJZRo4ElhRtViYdl,7308096,"soft pop,acoustic pop"
AFROJACK,4D75GcNG95ebPtNvoNVXhz,4019626,"edm,big room"
Danna Paola,5xSx2FM8mQnrfgM1QsHniB,5081305,
Mohit Chauhan,5GnnSrwNCGyfAU4zuIytiS,13446270,"bollywood,hindi pop,sufi,desi"
Diljit Dosanjh,2FKWNmZWDBZR4dE5KX4plR,33812340,"bhangra,punjabi pop,punjabi hip hop,desi,bollywood"
Van Halen,2cnMpRsOVqtPMfq7YiFE6K,6704316,"glam metal,classic rock,rock,hard rock"
Sorriso Maroto,1fUSLFr4WUBx7joEcGwpvG,3688906,"pagode,samba"
Tulsi Kumar,0T1CMVkqffHlqEk4BcAph1,12122379,"bollywood,hindi pop,desi"
The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,3300420,
Breaking Benjamin,5BtHciL0e0zOP7prIHn3pP,5055156,"alternative metal,post-grunge,rock,hard rock"
Dina Rae,5jNmxPYz8QE5rYp4GDil8t,41607,
Duelo,0nnp7oJpY2J6yZOqtdKaWq,2161927,"grupera,norteño,tejano,banda,cumbia norteña"
Sublime,0EdvGhlC1FkGItLOWQzG4J,3298390,"reggae rock,ska punk,ska"
Miranda!,2eEmsgWmUFMbtU7agJpnjY,2167462,latin pop
Def Leppard,6H1RjVyNruCmrBEWRbD0VZ,5536222,"glam metal,glam rock,classic rock"
Haricharan,1QvyquqkuuwUzdszyoKIy4,3733283,"mollywood,tamil pop,tollywood,telugu pop,malayalam pop,kollywood,tamil dance,kannada pop"
Audioslave,2ziB7fzrXBoh1HUPS6sVFn,5011770,"grunge,post-grunge,alternative metal"
Seether,6B5c4sch27tWHAGdarpPaW,3746484,"post-grunge,alternative metal,rock"
Simple Plan,2p4FqHnazRucYQHyDCdBrJ,3854825,"pop punk,punk,emo"
Dave Stewart,7gcCQIlkkfbul5Mt0jBQkg,71574,
"Tito ""El Bambino""",5fJsY7afrbsyzJj9wdzJMh,4221823,"reggaeton,urbano latino"
Gibbs,1T4HxOYolAEb5PadIVKdWZ,737444,
No Te Va Gustar,4ZDoy7AWNgQVmX7T0u0B1j,2581483,"argentine rock,murga,latin rock,rock en español,latin alternative"
Alanis Morissette,6ogn9necmbUdCppmNnGOdi,3121433,
Adolescent's Orquesta,70nxnxEqDQIEWneRjg2Q4O,1531783,"salsa,merengue"
Duman,6RTC1abMgBC7Krg6qJQHJh,7010183,"anatolian rock,turkish pop"
Racionais MC's,29CQLw9uLWsl8Qkz9holfr,9068683,"brazilian hip hop,rap,boom bap"
Thirty Seconds To Mars,0RqtSIYZmd4fiBKVFqyIqD,3883601,
Nko,4kTOsBwxhA2Sn4PSs7PqnN,61434,"italian trap,drill"
Summer Cem,3drqpTL4sQOckmAfF9i1wg,1138279,german hip hop
Rekha Bhardwaj,3cqeO3muWIW5uSmUDNCmyT,3676737,"bollywood,ghazal,sufi,hindi pop,desi"
Ice Nine Kills,52qKfVcIV4GS8A8Vay2xtt,1132173,"metalcore,metal"
John Travolta,4hKkEHkaqCsyxNxXEsszVH,205124,musicals
Pixote,0ciLF0bOuu2BhqzCEZgHoB,2804801,"pagode,samba"
Los Caminantes,6ziEnj8UydSg8dr68C3aut,2369249,"grupera,cumbia"
Meet Bros.,0qpsFfOT3SmdGmnyV6rOhS,2295173,"bollywood,hindi pop,desi pop,desi"
Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,1456686,indie rock
N.W.A.,4EnEZVjo3w1cwcQYePccay,6535290,"old school hip hop,gangster rap,west coast hip hop,hip hop,rap,g-funk"
The Cars,6DCIj8jNaNpBz8e5oKFPtp,1999416,"power pop,new wave,classic rock"
Rush,2Hkut4rAAyrQxRdof7FVJq,2506460,"progressive rock,classic rock,hard rock,rock,aor"
Jeremy Soule,77yY2QmM6bYvjJ3y5L2R0v,184498,"medieval,soundtrack"
Silvestre Dangond,3OcvS8PzSGYMBvLdzY6g3e,5744575,"vallenato,colombian pop"
Grey,4lDBihdpMlOalxy1jkUbPl,134991,
Los Huracanes del Norte,2wmwGWrqRizLaSEYrm5dzZ,2332686,"norteño,corrido,banda,música mexicana,grupera,norteño-sax,cumbia norteña"
Panteon Rococo,11mqrDSFRRz8g0Wb3syJj5,2977231,"ska,mexican ska,rock en español,mexican rock,latin alternative"
La Quinta Estacion,7FZj349hdLfD6qzXkJLuAh,3419553,latin pop
Nick Jonas,4Rxn7Im3LGfyRkY2FlHhWi,10016583,
Curren$y,6X8WdFjrNhXATMDSs26aCc,1061989,southern hip hop
Little Big Town,3CygdxquGHurS7f9LjNLkv,2868812,country
Parokya Ni Edgar,2XHTklRsNMOOQT56Zm3WS4,4262337,"opm,pinoy rock,pinoy alternative,harana,p-pop,pinoy hip hop"
The Prodigy,4k1ELeJKT1ISyDv8JivPpB,2776076,"big beat,breakbeat,hardcore techno"
Fabri Fibra,7u710e44HW3K7A5eTnRqHC,1623499,italian trap
Chris Isaak,7290H8m1Dwt8G7jm1y9CQx,695283,
Interpol,3WaJSfKnzc65VDgmj2zU8B,1804585,"indie rock,post-punk"
Angel Y Khriz,7npqy7rgdX2D3yfVyWExKo,1209284,reggaeton
Inspector,4OiCK9NnTWhakDIG57uBUA,1731030,"ska,mexican ska,rock en español,mexican rock"
Alexis y Fido,7tU1VKOuxiNZwBZC6RHidA,5311620,"reggaeton,urbano latino"
MK,1yqxFtPHKcGcv6SXZNdyT9,334051,house
Boosie Badazz,6z7xFFHxYkE9t8bwIF0Bvg,2572224,"southern hip hop,crunk"
Meryl Streep,2HB65P72dFRiOKvbLLcil2,148151,musicals
"Héctor ""El Father""",2TjgzYcbTdsZjbT9OItIeB,1034049,reggaeton
Stone Sour,49qiE8dj4JuNdpYGRPdKbF,3067567,"post-grunge,alternative metal,nu metal"
Carlos Baute,3smfreCkyJt7bShaTYpG77,2038841,latin pop
Chris Lake,5Igpc9iLZ3YGtKeYfSrrOE,407658,"tech house,house,bass house"
Descemer Bueno,5luyt0SUvGkDMY4ILP6Qhl,85598,latin
Ruger,0a1SidMjD8D6EHvJph4n2H,4482213,"afrobeats,afrobeat,afropop,afropiano,afro r&b,afroswing,afro soul"
Shafqat Amanat Ali,5SuRAj1A9FEHj5NxS86YAm,4662703,"bollywood,sufi,hindi pop,desi,qawwali"
Simone & Simaria,0MInKJqZscEeNc5K3K0mkE,5301053,"sertanejo,sertanejo universitário,forró,arrocha,brazilian pop,piseiro"
Harshdeep Kaur,3xU8YsNNkmWSPewlB18NUz,6226860,"bollywood,desi,hindi pop"
Redimi2,0WZOmdnCln6FK6GM9e2tGm,2632065,"christian,christian hip hop,christian pop"
t.A.T.u.,2Q3eZMfDQgT8MhPowKFXYO,1030460,
Plain White T's,1g1yxsNVPhMUl9GrMjEb2o,1326415,
First Aid Kit,21egYD1eInY6bGFcniCRT1,1253447,"indie folk,folk"
Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,1983277,
Theory of a Deadman,74eX4C98E4FCrAMl39qRsJ,2254998,"post-grunge,alternative metal"
Los Caligaris,13wFTN72PGSUxzEHJP5Ljs,1213516,"ska,mexican ska,rock en español,argentine rock,murga,cuarteto"
Juelz Santana,6Uh8uJyN9g7oFjDK16nJgb,857973,
Bushido,3c96G4d2lUOxhomM2mby5S,1245575,german hip hop
Raí Saia Rodada,0NiaKn55OzJswiYevvlKfz,2537420,"forró,piseiro,sertanejo,arrocha,brega,raï,seresta,sertanejo universitário"
"Sergio Vega ""El Shaka""",5YNi3BopLa4XtYRtzML80L,1898195,"banda,norteño,grupera"
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,9790112,melodic rap
Arijit Singh,4YRxDV8wJFPHPTeXepOstw,153565682,"hindi pop,bollywood,desi,bangla pop"
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,15681790,"classic rock,rock,hard rock,rock and roll"
John Legend,5y2Xq6xcjJb2jVM54GHK3t,7852879,"soft pop,neo soul"
The Killers,0C0XlULifJtAgn6ZNCW2eu,7878409,alternative rock
Diplo,5fMUXHkw8R8eOP2RNVYEZX,2789402,moombahton
Reik,0vR2qb8m9WHeZ5ByCbimq2,9587137,latin pop
Amy Winehouse,6Q192DXotxtaysaqNPy5yR,9641834,
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,8602999,classic rock
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj,7043097,"post-grunge,rock"
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,1257986,
Alfonso Herrera,0veZkZPeWoJQ9gt6VAXlkN,9527,
La K'onga,3ghRXw2nUEH2THaL82hw8R,3121127,"cuarteto,cumbia"
YG,0A0FS04o6zMoto8OKPsDwY,3465718,
Dulce María,6kaefrHSdAvxhhCVDFTCEL,755095,latin pop
Vishal Dadlani,6CXEwIaXYfVJ84biCxqc9k,12015764,"bollywood,desi,hindi pop"
Christian Chávez,0aMqt2uGLuHj4eI8oXgVzN,188466,latin pop
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,5687974,
Thundercat,4frXpPxQQZwbCu3eTGnZEw,1489150,
Pentatonix,26AHtbjWKiwYzsoGoUZq53,3962651,christmas
Ha*Ash,5xd2Tg7Zo8755eCy8Gxkp8,9367704,latin pop
Tony Dize,3LKXWvXFWrkwUzJWxzwVpW,3985299,reggaeton
Zion,1pgDilWYDWLoOgGjf1iHNu,4502070,reggaeton
Keane,53A0W3U0s8diEn9RhXQhVz,3827888,
Melendi,1EXjXQpDx2pROygh8zvHs4,4515229,"flamenco,flamenco pop"
Kany García,69UypehHabb68utzfjAVlV,3664291,latin pop
Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,6118571,country
Evanescence,5nGIFgo0shDenQYSE0Sn7c,5778645,alternative metal
Idina Menzel,73Np75Wv2tju61Eo9Zw4IR,560939,musicals
Miranda Lambert,66lH4jAE7pqPlOlzUKbwA0,3696772,country
Turma do Pagode,5JG9GISYjRLQUJMH2C6iJ5,3749771,"pagode,samba"
Shinedown,70BYFdaZbEKbeauJ670ysI,4452482,"post-grunge,alternative metal,rock"
Jeezy,4yBK75WVCQXej1p04GWqxH,2531504,"southern hip hop,crunk,rap,gangster rap"
Sleeping At Last,0MeLMJJcouYXCymQSHPn8g,1533605,
Talking Heads,2x9SpqnPi8rlE9pjHBwmSC,2781582,"new wave,post-punk"
Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,3868814,"progressive rock,classic rock"
The Fray,0zOcE3mg9nS6l3yxt1Y0bK,4244170,
Soulja Boy,6GMYJwaziB4ekv1Y6wCDWS,2335919,
Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,3276180,country
Benny Dayal,61if35zz1W11GejEkxTLEQ,4686636,"bollywood,desi,hindi pop"
Kyla,77DAFfvm3O9zT5dIoG0eIO,41043,"uk funky,uk drill"
Cherish,1c70yCa8sRgIiQxl3HOEFo,675893,
Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,2925517,indie rock
Gotye,2AsusXITU8P25dlRNhcAbG,2253625,
Christian Rode,2cABTSbS08jI5ZxjXSjvOP,1923,
Sagopa Kajmer,1KXTegXtnCPKXjRaX1llcD,5143442,"turkish hip hop,rap"
Vince Guaraldi Trio,4ytkhMSAnrDP8XzRNlw9FS,175435,christmas
Willy William,4RSyJzf7ef6Iu2rnLdabNq,285885,
Bob Seger,485uL27bPomh29R4JmQehQ,2792638,classic rock
Simply Red,1fa0cOhromAZdq2xRA4vv8,2691206,
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,1100901,"indie folk,folk,folk pop"
Freshlyground,7AcV1lk8Zrgo1691PDWEle,83006,"afro soul,afropop,dubstep"
Hugh Jackman,5F1aoppMtU3OMiltO8ymJ2,707070,musicals
Eduardo Costa,2OUgs5INWK2UEvZ6amWiJr,3810151,"sertanejo tradicional,sertanejo,sertanejo universitário"
Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,742954,
Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,1962934,
Tribo da Periferia,1xxS2WrLlgl9QNGEUCsbPG,3987614,brazilian hip hop
Jay Sean,4pADjHPWyrlAF0FA7joK2H,2005893,
Madvillain,2aoFQUeHD1U7pL098lRsDU,776872,"experimental hip hop,alternative hip hop"
Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,2388983,"indie rock,baroque pop"
Michael Giacchino,4kLvhMAuCloLxoP1aVM7Lr,415665,soundtrack
JJ Lin,7Dx7RhX0mFuXhCOUgB01uM,3701740,"mandopop,c-pop,taiwanese pop"
Belanova,3oNy8cjBtJzLC07I70sklp,1988462,latin pop
Kailash Kher,4oVMLzAqW6qhRpZWt8fNw4,9371714,"sufi,bhajan,bollywood,qawwali,hindi pop"
Randy,7qYeIN2r4H1kBvr0Gm9Iav,775719,reggaeton
Phil Wickham,5d1JhBfyb58upMXCZOdbQu,1177688,"worship,christian,ccm"
Kavita Seth,3nQ125TJobosBH446Dsvvv,1286486,"bollywood,hindi indie,hindi pop,indian indie,ghazal,desi,sufi"
Claptone,4mncDFjVLUa3s025Tct3Ry,568727,
José González,6xrCU6zdcSTsG2hLrojpmI,1217861,indie folk
Billy Talent,08yf5A2nS4XEeNvabDXqyg,1323434,punk
Aaron Smith,77qukKzmdI5BeMBR7WGUrN,391976,
Lamp,0rFHElzeddB9ymDjgpBENX,1425362,"shibuya-kei,japanese indie,city pop"
Vicentico,25THA9HUHoxpCT4LBp7UsZ,1711317,"argentine rock,latin rock,rock en español"
Billy Currington,1By9QBFnjZAoI83BZppHlt,2724748,"country,acoustic country"
Casting Crowns,6eJqAWJdd8JhAN1pQGie4r,2313811,"christian,worship,ccm,christian rock,christian alternative rock,christian pop"
Nightcrawlers,1gALaWbNDnwS2ECV09sn2A,68089,
Josh Turner,7vCtweS8UVAXTyau2j0rDT,2695675,"country,christian country"
Daughtry,5P5FTygHyx2G57oszR3Wot,2340193,
Tommee Profitt,73jlPRxT7z5xk29sMqFDjU,330098,
Maelo Ruiz,3HyrDGPLI0c9Rd8luuO0zw,2475948,"salsa,merengue"
The Animals,3ICflSq6ZgYAIrm2CTkfVP,2600263,classic rock
Benny Sings,4gHcu2JoaXJ0mV4aNPCd7N,186515,
Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R,682487,
WWE,0spHbv2fw49lDMkbOAdaqX,678209,
Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,34351909,"rock,glam metal,hard rock,classic rock"
Ñengo Flow,12vb80Km0Ew53ABfJOepVz,7088683,"reggaeton,trap latino"
Young Thug,50co4Is1HCEo8bhOyUWKpn,12033777,"rap,melodic rap,trap"
Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,6496908,"metalcore,emo,screamo,rock,post-hardcore"
Flo Rida,0jnsk9HBra6NMjO2oANoPY,8933400,
Guè,7F2utINZ6tSokSiZTQBE27,2915405,italian trap
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,5903456,"southern hip hop,rap,trap"
Wizkid,3tVQdUvClmAT7URs9V3rsp,8553954,"afrobeats,afrobeat,afropop,azonto,afroswing,afro r&b,afropiano"
RBD,7cjh6y0V9SsyCrWSXTzwOs,2062915,latin pop
Maite Perroni,6ModsWtBph2rE6zCTVxvZt,1194829,latin pop
RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,1830808,german hip hop
Sachin-Jigar,1mBydYMVBECdDmMfE2sEUO,6614659,"gujarati pop,bollywood,hindi pop,desi,gujarati garba"
Jowell & Randy,4IMAo2UQchVFyPH24PAjUs,4444450,"reggaeton,urbano latino"
Shilpa Rao,19LIHDDSHBD5NyYHI3gpzB,3203250,"bollywood,hindi pop,desi"
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,872394,country
11:11 Music Group,2MDj296KJIfgWDNBtHzeFi,66914,lo-fi
creamy,2uSVRVjYZ0PlJPdFHnBETu,50803,
Trey Songz,2iojnBLj0qIMiKPvVhLnsH,7716388,r&b
Gemitaiz,4upwdFMlZBmQ68jP9jPzjK,2216116,italian trap
James Blunt,7KMqksf0UMdyA0UCf4R3ux,3250092,
The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,6132929,
Gurlez Akhtar,55kkrbuMkdzPGD7YGA6xrJ,548059,"bhangra,punjabi pop,punjabi hip hop"
Calle 13,0yNSzH5nZmHzeE2xn6Xshb,3017797,"latin hip hop,latin alternative,reggaeton"
Ramin Djawadi,1hCkSJcXREhrodeIHQdav8,707226,soundtrack
Lady A,32WkQRZEVKSzVAAYqukAEA,3720438,"country,pop country"
Davido,0Y3agQaa6g2r0YmHPOO9rh,8112732,"afrobeats,afrobeat,afropop,afropiano,azonto,amapiano,hiplife,afroswing,afro r&b"
Bullet For My Valentine,7iWiAD5LLKyiox2grgfmUT,3429926,"metalcore,metal"
Juan Magán,1ackd5XprZEkH3McKbQD51,1684940,"reggaeton,latin"
Keri Hilson,63wjoROpeh5f11Qm93UiJ1,2116721,
J Alvarez,6XFITTl7cFTdopDY3lUdlY,5726533,"reggaeton,urbano latino"
Thomas Karallus,73AVILb8nn09r8aP3q1N43,2427,
Palak Muchhal,3yMmYEklQ7gLOZXEFNd3xr,9511838,"bollywood,hindi pop,gujarati garba"
M.I.A.,0QJIPDAEDILuo8AIq3pMuU,1459759,
Survivor,26bcq2nyj5GB7uRr558iQg,1350324,
Ratatat,57dN52uHvrHOxijzpIgu3E,606488,
Sara Bareilles,2Sqr0DXoaYABbjBo9HaMkM,1984100,
Fuego,7wU2WGCJ8HxkekHHE2QLul,284037,"trap latino,reggaeton"
Bas,70gP6Ry4Uo0Yx6uzPIdaiJ,630704,
The Verve,2cGwlqi3k18jFpUyTrsR84,2655359,"britpop,shoegaze"
Mazzy Star,37w38cCSGgKLdayTRjna4W,1717263,"dream pop,shoegaze,slowcore"
Cascada,0N0d3kjwdY2h7UVuTdJGfp,599356,"europop,eurodance"
Lloyd,1Xfmvd48oOhEWkscWyEbh9,2674522,r&b
Lecrae,1CFCsEqKrCyvAFKOATQHiW,1372289,"christian hip hop,christian,gospel r&b,christian pop,chinese hip hop"
Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,3287752,classic rock
SDP,1EfwyuCzDQpCslZc8C9gkG,1176561,german pop
Alex Zurdo,0WI8OfWCRvK4nGHmKfFQmd,2482990,"christian,christian hip hop,christian pop"
Marcela Gandara,2zF0KCQEt1O4Z9fWVUVi4T,2190341,"christian,worship"
Natasha Bedingfield,7o95ZoZt5ZYn31e9z1Hc0a,1884083,
Emis Killa,6FtwCmLY6L1sqvjaQ2lV6G,1650596,italian trap
Starship,0kObWap02DEg9EAJ3PBxzf,1282804,
Estelle,5T0MSzX9RC5NA6gAI6irSn,368371,
D.O.E.,4TLCPR1sMYoNU1jA7O4uww,8129,
Espinoza Paz,01rgao9OzfBm2BOHWJpi1Y,4058060,"banda,ranchera,norteño,popular colombian music,grupera,mariachi"
CAPO,5y9wg9qkGBl0n9v9RzaPKu,663930,german hip hop
Reyli Barba,69BUYvpG9MbjCyIZfsFdhJ,2015027,latin pop
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,31014197,"indie,garage rock"
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,67592506,
Arcángel,4SsVbpTthjScTS7U2hmr1X,17310502,"reggaeton,trap latino,urbano latino"
De La Ghetto,3EiLUeyEcA6fbRPSHkG5kb,7710797,"reggaeton,trap latino,urbano latino"
Jul,3IW7ScrzXmPvZhB27hmfgy,12036746,"french rap,pop urbaine"
Macklemore,3JhNCzhSMTxs9WLGJJxWOY,2741492,
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,12648375,emo
