spotify_artist_name,spotify_artist_id,spotify_artist_followers,spotify_artist_genres
Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,10731764,melodic rap
YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,14343426,
DaBaby,4r63FhuTkUYltbVAg5TQnk,12771081,
Christian Nodal,0XwVARXT135rw8lyw1EeWP,15950925,"banda,ranchera,mariachi,norteño,música mexicana,grupera"
Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,12000699,
070 Shake,12Zk1DFhCbHY6v3xep2ZjI,657089,
TINI,7vXDAI8JwjW531ouMGbfcp,9044585,latin pop
MC Cabelinho,1WQBwwssN6r8DSjUlkyUGW,9479857,"brazilian trap,trap funk,trap,brazilian hip hop,funk consciente"
Grupo Firme,1dKdetem2xEmjgvyymzytS,15052363,"banda,corrido,norteño,sierreño,grupera,música mexicana,corridos bélicos"
Sidhu Moose Wala,4PULA4EFzYTrxYvOVlwpiQ,43470852,"punjabi hip hop,punjabi pop,bhangra,desi hip hop"
Hugo & Guilherme,1LIuN7ov1IBQDdLsU83ojl,2988292,"sertanejo,sertanejo universitário,agronejo,arrocha"
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,6596431,bedroom pop
Elley Duhé,67MNhiAICFY6Pwc2YxCO0K,653068,
Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,6036669,soft pop
Shiva,2K5nCggbhSZ00YCYP5qkZS,2765854,italian trap
ZAYN,5ZsFI1h6hIdQRw2ti0hz81,23885066,
Lyanno,1Ts9of7VPZElwPQnqnDSfW,1836625,"reggaeton,trap latino,urbano latino"
La Joaqui,60XHOAhvEBiV6BGBOv8ClM,2294461,"rkt,turreo"
Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,10231003,
Dave,6Ip8FS7vWT1uKkJSweANQK,6285538,"grime,uk grime,uk drill,drill"
Clairo,3l0CmX0FuQjFxr8SK7Vqag,6292752,bedroom pop
Brray,1GKIlPFdcewHtpDVCQ8zmJ,726396,"reggaeton,urbano latino"
Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,6031504,
Noriel,3RtNN1VnooWEn3KQk03DUL,8638292,"trap latino,dembow,reggaeton,trap"
Grupo Arriesgado,5NUPPRjsbXHNyVDrUESYeh,1306884,"corrido,corridos bélicos,sad sierreño,corridos tumbados"
Matuê,5nP8x4uEFjAAmDzwOEc9b8,13308710,"brazilian trap,trap,brazilian hip hop,trap funk"
NCT DREAM,1gBUSTR3TyDdTVFIaQnc02,8210104,"k-pop,noise music"
Karan Aujla,6DARBhWbfcS9E4yJzcliqQ,19943935,"punjabi pop,punjabi hip hop,bhangra,desi hip hop,desi"
NEFFEX,3z97WMRi731dCvKklIf2X6,2739180,
bbno$,41X1TR6hrK8Q2ZCpp2EqCz,2439084,
Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,2150145,
Aya Nakamura,7IlRNXHjoOCgEAWN5qYksg,5359662,"french r&b,pop urbaine"
Pineapple StormTv,09U6hmCerKcIJrixubiBjm,11602033,"brazilian hip hop,brazilian trap"
CKay,048LktY5zMnakWq7PTtFrz,1657173,"afrobeats,afrobeat,afro r&b,afropop"
Mau y Ricky,2wkoKEfS6dXwThbyTnZWFU,6803749,"reggaeton,latin pop,pop urbano"
Young Cister,0Yg29FX1M4ayqjXs0ttZFq,711726,"chilean trap,reggaeton chileno,chilean mambo"
Yung Gravy,2YOYua8FpudSEiB9s88IgQ,1743031,
Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,5492813,
Soolking,0GgY7hjMoGDsX8ZDe2mwds,6068465,"french rap,pop urbaine,french r&b,moroccan pop"
Pablo Chill-E,2XcZshqzPKm3iZcmt73R8D,1681603,"chilean trap,reggaeton chileno,chilean mambo,mambo,argentine trap,urbano latino"
NCT 127,7f4ignuCJhLXfZ9giKT7rH,7685082,"k-pop,noise music"
Two Feet,5sWHDYs0csV6RS48xBl0tH,2151321,
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,3613466,
Bad Omens,3Ri4H12KFyu98LMjSoij5V,1796950,metalcore
Beret,0ZHPrnImGh4re3TbSNkoZl,3210680,
James Carter,5344K3N7rx7kw1HjO8psuq,67420,
Jin,5vV3bFXnN6D6N3Nj4xRvaV,9319859,k-pop
Ben&Ben,4DAcJXcjX0zlQAZAPAx4Zb,12586701,"opm,pinoy indie,harana,p-pop,kundiman"
Marca MP,44mEtidu0VdRkIqO4IbkNa,2787281,"corrido,banda,corridos tumbados,sierreño,sad sierreño,corridos bélicos,música mexicana"
Bizarrap,716NhGYqD1jl2wI1Qkgq36,18001435,"argentine trap,trap latino,urbano latino"
Harry Styles,6KImCVD70vtIoJWnq6nGn3,33828340,
Lil Baby,5f7VJjfbwm532GiveGC0ZK,20986744,
Måneskin,0lAWpj5szCSwM4rUMHYmrr,10469740,
Stray Kids,2dIgFjalVxs4ThymZ67YCE,19729708,"k-pop,noise music"
Mora,0Q8NcsJwoCbZOHHW63su5S,7572985,"urbano latino,trap latino,reggaeton"
Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,17232674,"corrido,corridos tumbados,corridos bélicos,música mexicana,sierreño,banda,electro corridos,sad sierreño,dembow belico"
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,13693123,soft pop
Ava Max,4npEfmQ6YuiwW1GpUmaq3F,7601656,
Yeat,3qiHUAX7zY4Qnjx8TNUzVx,5832790,rage rap
Kim Petras,3Xt3RrJMFv5SZkCfUE8C1J,1173502,
JHAYCO,6nVcHLIgY5pE2YCl8ubca1,8982757,"reggaeton,trap latino,urbano latino"
Roddy Ricch,757aE44tKEUQEqRuT6GnEB,11610286,melodic rap
Tate McRae,45dkTj5sMRSjrmBSBeiHym,8341090,
Paulo Londra,3vQ0GE3mI0dAaxIMYe5g7z,26003809,"argentine trap,trap latino,reggaeton"
Rod Wave,45TgXXqMDdF8BkjA83OM7z,9339426,
Xamã,5YwzDz4RJfTiMHS4tdR5Lf,3314233,"brazilian hip hop,brazilian trap,trap"
Ovy On The Drums,3m5qlPf2OkihLz3dRYnkPA,1318615,reggaeton
L7NNON,0JjPiLQNgAFaEkwoy56B1C,4782683,"brazilian trap,brazilian hip hop,trap,trap funk,funk carioca"
Aitana,7eLcDZDYHXZCebtQmVFL25,3374516,
Sleepy Hallow,6EPlBSH2RSiettczlz7ihV,2476766,"brooklyn drill,new york drill"
WIU,3MrDVzg7ZXaYMyQmbDInr7,3213675,"brazilian trap,trap,trap funk,brazilian hip hop"
Em Beihold,7o2ZQYM7nTsaVdkXY38UAA,628302,
YSY A,2qWK8K2Jfh67UqtwY8tCW6,3747880,"argentine trap,trap"
King Von,6QtgPSJPSzcnn7dPZ4VINp,7393116,"chicago drill,drill"
Luísa Sonza,4PzYKhC14sTJNEr0dzoo0d,6591025,"brazilian pop,funk pop,funk"
Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,4215152,
keshi,3pc0bOVB5whxmD50W79wwO,4104489,
HARDY,5QNm7E7RU2m64l6Gliu8Oy,1399064,"country,country rock"
KHEA,4m6ubhNsdwF4psNf3R8kwR,6185466,"argentine trap,trap,trap latino"
Key Glock,0RESbWvOMyua0yuyVrztJ5,2324749,
D-Block Europe,5VadK1havLhK1OpKYsXv9y,1732412,"grime,uk drill"
Trueno,2x7PC78TmgqpEIjaGAZ0Oz,9502256,argentine trap
Ryan Castro,7j6DKwmjbxvpQO8h914uEz,4134393,reggaeton
Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,1111164,bedroom pop
NIKI,2kxP07DLgs4xlWz8YHlvfh,7466565,
WOS,5YCc6xS5Gpj3EkaYGdjyNK,4713269,argentine trap
YNW Melly,1cNDP5yjU5vjeR8qMf4grg,12355615,melodic rap
LIT killah,1vqR17Iv8VFdzure1TAXEq,6251433,"argentine trap,trap latino,trap,urbano latino"
Aitch,2PJEagPIxaBugeMjIyKVXF,1244478,"grime,uk grime,uk drill,drill"
$NOT,5IbEL2xjRtKsunfmsahLuO,1564750,
Cazzu,6w3SkAHYPsQ1bxV7VDlG5y,7814608,"argentine trap,trap latino,turreo"
Tayc,7gU9VyFRN3JWPJ5oHOil60,3561080,"french r&b,pop urbaine,afrobeats,afrobeat,afro r&b"
Jordan Davis,77kULmXAQ6vWer7IIHdGzI,1556549,country
6ix9ine,7gZfnEnfiaHzxARJ2LeXrf,6917707,
hey daisy,38PzLQE4GW8o7A18oGhi0x,33792,
42 Dugg,45gHcnDnMC15sgx3VL7ROG,1510760,
Tony Aguirre,6twEaJ9RPRYiCmWapjG8xh,1268412,"corrido,corridos bélicos,corridos tumbados,electro corridos,sierreño"
Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,41290404,"melodic rap,emo rap"
Polo G,6AgTAQt8XS6jRWi4sX7w49,12785024,
Luis R Conriquez,0pePYDrJGk8gqMRbXrLJC8,8577965,"corrido,corridos bélicos,corridos tumbados,electro corridos,dembow belico,banda,sad sierreño,sierreño,música mexicana"
The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,6372720,
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,12324364,
Maria Becerra,1DxLCyH42yaHKGK3cl5bvG,8006017,argentine trap
MC Ryan SP,75i9GaW2MJUgt4BkdUnuUY,7252350,"funk,funk consciente,brazilian funk,trap funk,brazilian trap"
Natanael Cano,0elWFr7TW8piilVRYJUe4P,20082312,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,electro corridos,música mexicana,banda"
JVKE,164Uj4eKjl6zTBKfJLFKKK,5521547,
Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,9951598,"brooklyn drill,melodic rap"
Summer Walker,57LYzLEk2LcFghVwuWbcuS,7772867,r&b
Baby Keem,5SXuuuRpukkTvsLuUknva1,3025039,
GIVĒON,4fxd5Ee7UefO4CUXgwJ7IP,4951244,r&b
Tiago PZK,5Y3MV9DZ0d87NnVm56qSY1,5831635,"argentine trap,urbano latino"
Geolier,27LlKWxS3KXW7RRAxN5S8s,3222883,"canzone napoletana,neomelodico,italian trap"
Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,9818768,"melodic rap,rap"
Polimá Westcoast,768O5GliF0bqscyghggrbE,588362,"chilean trap,reggaeton chileno,chilean mambo"
Kevin Kaarl,6OBGbSaBUvQtk9wpQfDbOE,8614570,"latin folk,mexican indie"
Lofi Fruits Music,1dABGukgZ8XKKOdd2rVSHM,962385,"lo-fi hip hop,lo-fi,lo-fi beats"
Chill Fruits Music,34b7j3TqM5ramjmt2mc8tB,96440,"lo-fi hip hop,lo-fi"
girl in red,3uwAm6vQy7kWPS2bciKWx9,8506138,bedroom pop
i-dle,2AfmfGFbe0A0WsTYm0SDTx,10776570,k-pop
Tems,687cZJR45JO7jhk1LHIbgq,3264397,"afrobeats,afro r&b,alté,afrobeat"
Connor Price,5zixe6AbgXPqt4c1uSl94L,1697219,
Ke Personajes,06Q5VlSAku57lFzyME3HrM,4412672,"cumbia,cuarteto"
Edgardo Nuñez,0mA4dkNGiN4fqTBi2SLlAv,2559345,"corrido,corridos bélicos,corridos tumbados,sad sierreño,electro corridos,dembow belico,banda,música mexicana"
iann dior,6ASri4ePR7RlsvIQgWPJpS,1884537,melodic rap
Grupo Menos É Mais,6vTqEFbTtTRJsuIpzZgjxi,5200381,"pagode,samba"
Dallass,4LAFtDzlQM89xov636hMVv,324743,"brazilian trap,trap,brazilian hip hop,trap funk"
Apache 207,1qQLhymHXFPtP5U8KNKsm6,3253108,german hip hop
24kGoldn,6fWVd57NKTalqvmjRd2t8Z,2273392,
Kenia Os,31VFEohvhOUKrtAONEBhMG,6448794,reggaeton mexa
Mc Poze do Rodo,28ie4NNTa2VW2QV4Zray8M,6826994,"brazilian trap,trap funk,brazilian funk,trap,brazilian hip hop,funk,funk consciente"
ATEEZ,68KmkJeZGfwe1OUaivBa2L,5041734,"k-pop,noise music"
Coi Leray,6AMd49uBDJfhf30Ak2QR5s,898659,
Callejero Fino,6GRwwWAtmusrgAL5JF9Dfr,1936803,"rkt,turreo,cumbia"
Ajaxx,0y7B2G0jNMGWyQJsOoRMUt,151228,"brazilian trap,trap,trap funk,brazilian hip hop"
j-hope,0b1sIQumIAsNbqAoIClSpy,18806982,"k-pop,k-rap"
Los Dos Carnales,25UNJbwGZSQKvz5cPLWlv3,3184440,"corrido,banda,norteño,ranchera,sierreño,música mexicana"
Teto,68YeXpLt3jB7JHQS5ZjMGo,4467743,"brazilian trap,trap,trap funk,brazilian hip hop"
Marcianeke,5XQWXnMwsvuvCPMneXUbsy,1092432,"reggaeton chileno,chilean trap,chilean mambo,mambo,rkt,guaracha,turreo"
Zack Tabudlo,67IN4cLJ7798gUapyZlmac,4794952,"opm,harana,p-pop,kundiman,pinoy r&b,pinoy indie"
Junior H,7Gi6gjaWy3DxyilpF1a8Is,26266630,"corridos tumbados,corrido,corridos bélicos,sad sierreño,sierreño,música mexicana,banda"
Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,6924074,"country,red dirt"
Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,15393000,"brooklyn drill,drill,new york drill"
Peso Pluma,12GqGscKJx3aE4t07u7eVZ,22580688,"corrido,corridos tumbados,corridos bélicos,música mexicana,sad sierreño,banda,electro corridos"
Cris MJ,1Yj5Xey7kTwvZla8sqdsdE,6488581,"reggaeton chileno,chilean trap,chilean mambo,reggaeton"
Nicki Nicole,2UZIAOlrnyZmyzt1nuXr9y,8600411,argentine trap
TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,11659613,k-pop
Guilherme & Benuto,6m6e7D2TnV0aYMllFFwMxu,1902161,"sertanejo,sertanejo universitário,agronejo,arrocha,piseiro"
Fred again..,4oLeXFyACqeem2VImYeBFe,2050345,"stutter house,house"
AP Dhillon,6LEG9Ld1aLImEFEVHdWNSB,7997719,"punjabi hip hop,punjabi pop,desi,bhangra,desi hip hop"
Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,6340182,"corridos tumbados,sad sierreño,corrido,sierreño,música mexicana,corridos bélicos"
Øneheart,0dgJbQ0bKPyUXco8hEXN7X,992751,"dark ambient,ambient"
Kotim,210Sy1oGhvPu929TKoSVcN,287879,"funk,brazilian funk,trap funk,funk consciente"
YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,9299511,"j-pop,anime"
Blessd,1TA5sGRlKUJXBN4ZyJuDIX,7860494,"reggaeton,urbano latino"
Ado,6mEQK9m2krja6X1cfsAjfl,6299711,"j-pop,anime,vocaloid,j-rock"
Tiakola,3vUMXQ9kPnZAQkMkZZ7Hfh,3233852,"french rap,pop urbaine,french r&b"
ITZY,2KC9Qb60EaY0kW4eH68vr3,8656628,k-pop
sped up nightcore,0M2CO5ijP35MDhNwvpgxTV,189058,nightcore
Morad,4az97MtWmBQ5Db3GfDh9j9,4320795,
UZI,51DevdOxIJin6DB1FXJpD1,5985496,"turkish hip hop,drill"
Gazo,5gqmbbfjcikQBzPB5Hv13I,3991113,"french rap,french r&b,pop urbaine,drill"
Vaundy,2IUl3m1H1EQ7QfNbNWvgru,3356485,"j-pop,japanese indie,j-rock"
Felipe Amorim,3CIIaeZuFYrAD6PRVyuO4U,2983009,"piseiro,forró,arrocha,sertanejo,agronejo,brega"
NATTAN,1SXhEXzOTF7YeuQX59m7pT,3621204,"piseiro,forró,sertanejo,arrocha,brega,seresta"
Gurinder Gill,5DHi2MeoRgAwPE0A0qwRMl,1058207,"punjabi hip hop,punjabi pop,bhangra,desi,desi hip hop"
Solfeggio Healing Frequencies MT,5R9eOlQf7HGzD6srMeJKio,122455,
Kato,3yTNaLgtCufxUYDsWa5MpA,130683,"lo-fi,anime"
Lvbel C5,0V2oXYR7DtrZAEFeILRW2r,4110885,"turkish hip hop,drill,turkish pop"
CoComelon,6SXTTUJxIVwMbc1POrviTr,909268,"children's music,lullaby"
Quevedo,52iwsT98xCoGgiGntTiR7K,6109892,
Stephen Sanchez,5XKFrudbV4IiuE5WuTPRmT,1805075,
Mc Paiva ZS,0gHj4MPwwcZ8Zl9CY0hqT5,6021328,"funk,brazilian funk,funk consciente,trap funk,funk carioca"
MEDUZA,0xRXCcSX89eobfrshSVdyu,933095,
Standly,0rjms710nwQTdrQheXHJfz,1305586,"reggaeton chileno,chilean trap,chilean mambo,mambo,reggaeton,rkt"
Pailita,4yxLYO2imECxGYTTV7RQKb,1560597,"reggaeton chileno,chilean trap,chilean mambo,mambo,urbano latino,reggaeton"
Mainstreet,25XJqeReVV38w0tR04GGBd,1096724,"brazilian trap,trap,trap funk,brazilian hip hop"
Miracle Tones,4rXABp4A7KjG9elWFNAbO4,236483,
Ivan Cornejo,6PH3FLQAxtqYy46Zv08bpV,4870655,"sad sierreño,corridos tumbados,música mexicana,corrido,sierreño"
Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,4302844,j-pop
Hotel Ugly,35WVTyRnKAoaGExqgktVyb,1008340,
ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,12258199,k-pop
Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5,6096323,"corridos tumbados,corrido,corridos bélicos,electro corridos,dembow belico,sad sierreño"
DVRST,0XFgyr4jwM0MGeZZW0VzA5,563631,"phonk,drift phonk"
Nicky Youre,7qmpXeNz2ojlMl2EEfkeLs,317438,
Tz da Coronel,3lIU3RoZiHen1QXAQ3KQ9e,3568006,"brazilian trap,trap,trap funk,brazilian hip hop,choral"
d4vd,5y8tKLUfMvliMe8IKamR32,4322757,
Ana Castela,2CKOmarVWvWqkNWUatHCex,9092422,"sertanejo,agronejo,sertanejo universitário,piseiro"
Kordhell,2W6WP4pHQTFlbr2z9S4n54,1424950,"phonk,drift phonk"
Mari Fernandez,0BHm7qbh3ENxvXzkQAG7MP,3873268,"piseiro,sertanejo,forró,arrocha,agronejo,sertanejo universitário"
Rosa Linn,46xBNx0j6cwY6sD9LgMTm1,453707,
PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,4456888,bedroom pop
BoyWithUke,1Cd373x8qzC7SNUg5IToqp,4572203,
FIFA Sound,5C01hDqpEmrmDfUhX9YWsH,193911,
Eden Muñoz,1gJdf4Yybu4X5A2xYV3NMV,2999413,"banda,corrido,norteño,corridos bélicos,corridos tumbados,música mexicana"
INTERWORLD,5hKGLu4Ik88FzWcTPhWNTN,895279,"phonk,drift phonk,brazilian phonk"
Silk Sonic,6PvvGcCY2XtUcSRld1Wilr,935353,
Rain Fruits Sounds,5OQTGVAJnAH4u8MIOXUA7Y,14679,
João Gomes,4JNo6Q5KdcRf1vtSX9mB0S,7560580,"piseiro,forró,sertanejo,arrocha,brega,seresta"
Oruam,4yGgbQJMq9orWypwqtdzYT,4394966,"brazilian trap,trap funk,trap"
Shubh,5r3wPya2PpeTTsXsGhQU8O,8694451,"punjabi hip hop,punjabi pop,desi hip hop,desi,hindi hip hop"
Bailey Zimmerman,3win9vGIxFfBRag9S63wwf,1864240,country
IVE,6RHTUrRF63xao58xh9FXYJ,5851369,k-pop
Arcane,57nPqD7z62gDdq37US9XJR,731866,
Sleepy Penguin,32Rb6mS5HQKCu8wcUvj8sE,12351,
Stars Music Chile,2NZD6Gqfk60GEcAAnJKVsR,48269,"reggaeton chileno,chilean trap,chilean mambo"
AYLIVA,2rEVnwCPBeGkWMv425KoG1,2173783,german pop
NewJeans,6HvZYsbFfjnjFrWF950C9d,11022988,k-pop
Grupo Frontera,6XkjpgcEsYab502Vr1bBeW,6986762,"cumbia norteña,banda,norteño,música mexicana,corrido,corridos tumbados,grupera,corridos bélicos,tejano"
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,18033805,k-pop
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,7421923,k-pop
ThxSoMch,4MvZhE1iuzttcoyepkpfdF,534327,
SICK LEGEND,3EYY5FwDkHEYLw5V86SAtl,237418,hardstyle
